word,freq,in_words,postag
adolescent,8,1,n
parallel,8,1,n
na,8,1,n
late,8,1,a
dan,8,1,n
grit,8,1,n
receivables,8,1,n
intention,8,1,n
acre,8,1,n
solvency,8,1,n
decline,8,1,n
protein,8,1,n
appropriation,8,1,n
discretionary,8,1,a
surgical,8,1,a
proven,8,1,n
prompt,8,1,n
white,8,1,a
engine,8,1,n
resort,8,1,n
grand,8,1,a
third,8,1,n
microwave,8,1,n
unaudited,8,1,a
calibration,8,1,n
discount,8,1,n
destructive,8,1,n
legalization,8,1,n
capacitor,8,1,n
personality,8,1,n
popular,8,1,a
refurbish,8,1,n
abate,8,1,n
ons,8,1,n
literature,8,1,n
hereinafter,8,1,n
conduit,8,1,n
cottage,8,1,n
superstructure,8,1,n
ga,8,1,n
densification,8,1,n
ante,8,1,n
turtle,8,1,n
write,8,1,n
moat,8,1,n
ferry,8,1,n
selectivity,8,1,n
spent,8,1,n
bonus,8,1,n
pan,8,1,n
chair,8,1,n
accelerator,8,1,n
ill,8,1,n
io,8,1,n
refer,8,1,n
bulb,8,1,n
turnover,8,1,n
syllabus,8,1,n
outage,8,1,n
angel,8,1,n
bom,8,1,n
gantang,8,1,n
tee,8,1,n
walk,8,1,n
catenary,8,1,n
disparity,8,1,n
proxy,8,1,n
systematization,8,1,n
brokerage,8,1,n
dis,8,1,n
extensive,8,1,a
conglomerate,8,1,n
inflow,8,1,n
inpatient,8,1,n
salinity,8,1,n
auto,8,1,n
grass,8,1,n
bo,8,1,n
theme,8,1,n
night,8,1,n
lei,8,1,n
standpipe,8,1,n
lira,8,1,n
memoranda,8,1,n
ura,8,1,n
pour,8,1,n
kali,8,1,n
objection,8,1,n
political,8,1,a
exclusion,8,1,n
fail,8,1,n
wool,8,1,n
pen,8,1,n
lab,8,1,n
guaranty,8,1,n
natal,8,1,a
dental,8,1,n
moph,8,1,n
rede,8,1,n
loanin,8,1,n
remain,8,1,n
designation,8,1,n
coupon,8,1,n
publisher,8,1,n
tribal,8,1,n
doctorate,8,1,n
grower,8,1,n
fisherman,8,1,n
severe,8,1,a
archaeological,8,1,a
perception,8,1,n
outer,8,1,n
notary,8,1,n
pocket,8,1,n
complex,8,1,n
mascara,8,1,n
exclusive,8,1,a
involve,8,1,n
ingredient,8,1,n
retrenchment,8,1,n
optimum,8,1,n
easy,8,1,a
print,8,1,n
sanctuary,8,1,n
communicate,8,1,n
methane,8,1,n
leverage,7,1,n
bee,7,1,n
haul,7,1,n
aqueduct,7,1,n
rig,7,1,n
motivate,7,1,n
leat,7,1,n
valid,7,1,a
activation,7,1,n
attitude,7,1,n
compare,7,1,n
significance,7,1,n
bad,7,1,a
ya,7,1,n
stack,7,1,n
tube,7,1,n
lamp,7,1,n
articulation,7,1,n
soundness,7,1,n
varietal,7,1,n
remainder,7,1,n
barrio,7,1,n
scription,7,1,n
poplar,7,1,n
beni,7,1,n
counselor,7,1,n
garbage,7,1,n
especial,7,1,a
tributary,7,1,a
alcohol,7,1,n
nim,7,1,n
nab,7,1,n
communique,7,1,n
ancient,7,1,n
cope,7,1,n
terrorism,7,1,n
onshore,7,1,n
slaughter,7,1,n
retire,7,1,n
toxic,7,1,n
leisure,7,1,n
intensity,7,1,n
sunflower,7,1,n
workplace,7,1,n
pothole,7,1,n
permissible,7,1,a
scanner,7,1,n
curve,7,1,n
alma,7,1,n
accompany,7,1,n
gubernatorial,7,1,a
sey,7,1,n
mark,7,1,n
expectation,7,1,n
wheat,7,1,n
gene,7,1,n
bear,7,1,n
presidency,7,1,n
meat,7,1,n
urgency,7,1,n
brand,7,1,n
moderate,7,1,n
likely,7,1,a
divisional,7,1,n
textile,7,1,n
variability,7,1,n
chlorination,7,1,n
blanket,7,1,n
beneficial,7,1,a
credibility,7,1,n
bathroom,7,1,n
marker,7,1,n
minimization,7,1,n
intangible,7,1,a
volatility,7,1,n
deconcentration,7,1,n
affiliate,7,1,n
apa,7,1,n
pop,7,1,n
seaworthiness,7,1,n
promising,7,1,n
cut,7,1,n
ti,7,1,n
determinant,7,1,n
wild,7,1,n
inscription,7,1,n
soft,7,1,a
cole,7,1,n
debris,7,1,n
drop,7,1,n
cleanup,7,1,n
costa,7,1,n
cohort,7,1,n
enroll,7,1,n
tae,7,1,n
reverse,7,1,n
nee,7,1,n
equality,7,1,n
tailor,7,1,n
bearing,7,1,n
reward,7,1,n
wireless,7,1,n
attar,7,1,n
abolish,7,1,n
deduction,7,1,n
closer,7,1,n
cocoa,7,1,n
diploma,7,1,n
li,7,1,n
suitability,7,1,n
concurrent,7,1,n
absence,7,1,n
adherence,7,1,n
tripoli,7,1,n
pulse,7,1,n
pace,7,1,n
kilowatt,7,1,n
plain,7,1,n
inofficial,7,1,a
tablet,7,1,n
radiation,7,1,n
clone,7,1,n
furnace,7,1,n
dashboard,7,1,n
therapy,7,1,n
polder,7,1,n
ombudsman,7,1,n
bean,7,1,n
telecommunication,7,1,n
experiment,7,1,n
retain,7,1,n
pile,7,1,n
par,7,1,n
peat,7,1,n
chemistry,7,1,n
statistician,7,1,n
overage,7,1,n
yojana,7,1,n
wadi,7,1,n
pry,7,1,n
bursa,7,1,n
confidentiality,7,1,n
agronomy,7,1,n
seventeen,7,1,n
fulfillment,7,1,n
atomic,7,1,a
learn,7,1,n
pertinence,7,1,n
catalytic,7,1,a
district,7,1,n
many,7,1,a
suppression,7,1,n
homestead,7,1,n
quay,7,1,n
logic,7,1,n
tribunal,7,1,n
trigger,7,1,n
express,7,1,n
thorough,7,1,n
pair,7,1,n
dama,7,1,n
constitute,7,1,n
brine,7,1,n
vitamin,7,1,n
vital,7,1,n
practicable,7,1,a
pursue,7,1,n
harbour,7,1,n
luxury,6,1,n
petrochemical,6,1,n
dap,6,1,n
tapper,6,1,n
sai,6,1,n
overnight,6,1,n
relieve,6,1,n
infiltration,6,1,n
backbone,6,1,n
incubation,6,1,n
chick,6,1,n
beira,6,1,n
infra,6,1,n
teach,6,1,n
assumption,6,1,n
boulevard,6,1,n
cordoba,6,1,n
vacuum,6,1,n
exploratory,6,1,n
nodal,6,1,n
refine,6,1,n
accidental,6,1,n
simulator,6,1,n
profitable,6,1,a
earthwork,6,1,n
roster,6,1,n
floriculture,6,1,n
rabat,6,1,n
slaughterhouse,6,1,n
noxious,6,1,a
begin,6,1,n
cannot,6,1,n
overflow,6,1,n
cart,6,1,n
audience,6,1,n
garage,6,1,n
cyclist,6,1,n
formality,6,1,n
exhibition,6,1,n
undermine,6,1,n
accomplishment,6,1,n
replicate,6,1,n
minus,6,1,n
investigative,6,1,a
sufficiency,6,1,n
twin,6,1,n
runway,6,1,n
teller,6,1,n
cartel,6,1,n
mico,6,1,n
meal,6,1,n
aptitude,6,1,n
ultimate,6,1,a
prevail,6,1,n
tension,6,1,n
lifelong,6,1,n
rep,6,1,n
laid,6,1,n
density,6,1,n
liter,6,1,n
measurable,6,1,a
ist,6,1,n
confidential,6,1,n
intermediary,6,1,n
categorization,6,1,n
visa,6,1,n
edge,6,1,n
extractive,6,1,a
penstock,6,1,n
naga,6,1,n
confluence,6,1,n
span,6,1,n
secretarial,6,1,a
freedom,6,1,n
gan,6,1,n
auspex,6,1,n
downtown,6,1,n
unprofitable,6,1,a
sense,6,1,n
merchandise,6,1,n
cow,6,1,n
fise,6,1,n
iva,6,1,n
background,6,1,n
ash,6,1,n
fur,6,1,n
commence,6,1,n
superintendent,6,1,n
preferential,6,1,n
conjunction,6,1,n
seaway,6,1,n
blueprint,6,1,n
breach,6,1,n
inconsistency,6,1,n
confidence,6,1,n
signatory,6,1,n
substation,6,1,n
buna,6,1,n
questionnaire,6,1,n
din,6,1,n
mount,6,1,n
protest,6,1,n
indication,6,1,n
reproduction,6,1,n
medication,6,1,n
mail,6,1,n
pharmacist,6,1,n
unviable,6,1,a
streng,6,1,n
girl,6,1,n
voice,6,1,n
patent,6,1,n
semen,6,1,n
whichever,6,1,n
band,6,1,n
parish,6,1,n
drawing,6,1,n
describe,6,1,n
stay,6,1,n
consent,6,1,n
enrolment,6,1,n
intent,6,1,n
piezometer,6,1,n
attraction,6,1,n
gantry,6,1,n
coefficient,6,1,n
tillage,6,1,n
international,6,1,a
hearing,6,1,n
unserved,6,1,a
solid,6,1,n
auxiliary,6,1,n
therefrom,6,1,n
saw,6,1,n
rejection,6,1,n
slice,6,1,n
fit,6,1,n
centric,6,1,n
herder,6,1,n
tho,6,1,n
squatter,6,1,n
ride,6,1,n
orient,6,1,n
privilege,6,1,n
deficient,6,1,n
frozen,6,1,n
emergence,6,1,n
auditorium,6,1,n
ade,6,1,n
temple,6,1,n
creative,6,1,a
camera,6,1,n
col,6,1,n
outline,6,1,n
play,6,1,n
cognitive,6,1,n
trailer,6,1,n
render,6,1,n
introductory,6,1,n
nitrogen,6,1,n
olive,6,1,a
jetty,6,1,n
herd,6,1,n
villa,6,1,n
cervical,6,1,a
discretion,6,1,n
distributor,6,1,n
endemic,6,1,a
douar,6,1,n
biology,6,1,n
count,6,1,n
favorable,6,1,a
watt,6,1,n
duplication,6,1,n
sensitivity,6,1,n
rum,6,1,n
naa,6,1,n
regionalization,6,1,n
hereto,6,1,n
inefficiency,6,1,n
tyre,6,1,n
indoor,6,1,n
loa,6,1,n
shaft,6,1,n
deploy,6,1,n
gulf,6,1,n
lo,6,1,n
prevalent,6,1,n
pupil,6,1,n
pig,6,1,n
segregation,6,1,n
landowner,6,1,n
aland,6,1,n
corner,6,1,n
forestal,6,1,n
soe,6,1,n
recruit,6,1,n
headrace,6,1,n
bore,6,1,n
lag,6,1,n
tactical,6,1,a
dissolution,6,1,n
flue,6,1,n
donation,6,1,n
ramp,6,1,n
annuity,6,1,n
dong,5,1,n
nar,5,1,n
offset,5,1,n
conifer,5,1,n
observe,5,1,n
snip,5,1,n
archival,5,1,n
binh,5,1,n
buffalo,5,1,n
attribute,5,1,n
cal,5,1,a
floor,5,1,n
privacy,5,1,n
big,5,1,a
antenatal,5,1,n
marikina,5,1,n
basket,5,1,n
marco,5,1,n
transference,5,1,n
exploit,5,1,n
milestone,5,1,n
typhoon,5,1,n
filtration,5,1,n
inside,5,1,n
gab,5,1,n
solve,5,1,n
graphic,5,1,a
eighth,5,1,n
infusion,5,1,n
restaurant,5,1,n
hulu,5,1,n
amalgamation,5,1,n
cum,5,1,n
charcoal,5,1,n
injector,5,1,n
unify,5,1,n
sheep,5,1,n
bulldozer,5,1,n
maize,5,1,n
saa,5,1,n
allied,5,1,a
austerity,5,1,n
ply,5,1,n
craftsman,5,1,n
cooking,5,1,n
receiver,5,1,n
split,5,1,n
menu,5,1,n
reassignment,5,1,n
geography,5,1,n
pueblo,5,1,n
supercritical,5,1,a
bathymetric,5,1,n
thane,5,1,n
rent,5,1,n
temperature,5,1,n
facade,5,1,n
os,5,1,n
lap,5,1,n
waiver,5,1,n
flu,5,1,n
hydraulics,5,1,n
appurtenance,5,1,n
martin,5,1,n
vista,5,1,n
cep,5,1,n
fringe,5,1,n
passing,5,1,n
nomenclature,5,1,n
parental,5,1,n
seal,5,1,n
divert,5,1,n
stove,5,1,n
loader,5,1,n
peso,5,1,n
turnaround,5,1,n
unused,5,1,a
flower,5,1,n
quick,5,1,n
ref,5,1,n
competent,5,1,n
drawn,5,1,n
toe,5,1,n
coke,5,1,n
foreclosure,5,1,n
rediscount,5,1,n
widen,5,1,n
allegation,5,1,n
chip,5,1,n
royal,5,1,n
tin,5,1,n
resiliency,5,1,n
edital,5,1,n
throughput,5,1,n
preinvestment,5,1,n
chairman,5,1,n
mountainous,5,1,a
animation,5,1,n
host,5,1,n
punta,5,1,n
fed,5,1,n
dispatcher,5,1,n
ordinary,5,1,a
ire,5,1,n
inundation,5,1,n
surroundings,5,1,n
induced,5,1,a
thesis,5,1,n
dar,5,1,n
canada,5,1,n
navigability,5,1,n
tanger,5,1,n
moisture,5,1,n
repurchase,5,1,n
stigma,5,1,n
aware,5,1,a
morocco,5,1,n
linguistic,5,1,a
motivation,5,1,n
religious,5,1,a
extract,5,1,n
physiological,5,1,a
mary,5,1,n
eucalyptus,5,1,n
mesa,5,1,n
cork,5,1,n
hinder,5,1,n
attributable,5,1,a
indebtedness,5,1,n
semiprecious,5,1,a
humid,5,1,n
cathodic,5,1,n
quantification,5,1,n
envelope,5,1,n
relate,5,1,n
mediterranean,5,1,n
nucleus,5,1,n
exterior,5,1,n
minimal,5,1,n
ultra,5,1,a
fixture,5,1,n
escalator,5,1,n
loma,5,1,n
curative,5,1,n
physic,5,1,n
longitudinal,5,1,a
withheld,5,1,n
hoist,5,1,n
eland,5,1,n
stele,5,1,n
residual,5,1,a
combine,5,1,n
pea,5,1,n
catch,5,1,n
terrestrial,5,1,n
asse,5,1,n
monolingual,5,1,a
sad,5,1,n
sporadic,5,1,n
refrigerator,5,1,n
borehole,5,1,n
contaminant,5,1,n
dangerous,5,1,a
prerequisite,5,1,n
rector,5,1,n
segmentation,5,1,n
customary,5,1,a
berthing,5,1,n
polish,5,1,a
od,5,1,n
mixture,5,1,n
consumptive,5,1,n
harmful,5,1,n
appurtenant,5,1,n
southwestern,5,1,n
commercialize,5,1,n
conjunctive,5,1,n
identical,5,1,a
junta,5,1,n
terrace,5,1,n
separator,5,1,n
eh,5,1,n
residence,5,1,n
arisen,5,1,n
resettle,5,1,n
aqua,5,1,n
hardship,5,1,n
survival,5,1,n
rigorous,5,1,a
oral,5,1,a
mica,5,1,n
ape,5,1,n
anal,5,1,a
transmigration,5,1,n
die,5,1,n
adjudication,5,1,n
receivable,5,1,n
unmet,5,1,n
simultaneous,5,1,a
bice,5,1,n
optional,5,1,a
intermediary,5,1,a
irrespective,5,1,a
accumulation,5,1,n
timing,5,1,n
normal,5,1,a
preventative,5,1,n
stamp,5,1,n
boa,5,1,n
freeze,5,1,n
filer,5,1,n
parametric,5,1,n
eradication,5,1,n
ineligible,5,1,a
precise,5,1,n
tailing,5,1,n
variable,5,1,n
reconciliation,5,1,n
penetration,5,1,n
controller,5,1,n
mad,5,1,n
atlas,5,1,n
deductible,5,1,a
thee,5,1,n
aircraft,5,1,n
reclassification,5,1,n
alternate,5,1,n
jing,5,1,n
therapeutic,5,1,a
export,5,1,n
chance,5,1,n
cascade,5,1,n
surcharge,5,1,n
mog,5,1,n
occupancy,5,1,n
arch,5,1,n
patrol,5,1,n
turnout,5,1,n
ur,5,1,n
rupee,5,1,n
rit,5,1,n
legacy,5,1,n
redemption,5,1,n
economist,5,1,n
tide,5,1,n
game,5,1,n
homeless,5,1,n
runoff,5,1,n
influx,5,1,n
redundancy,5,1,n
recon,5,1,n
cave,4,1,n
iodization,4,1,n
mou,4,1,n
unconditional,4,1,a
ward,4,1,n
promulgation,4,1,n
imp,4,1,n
transmit,4,1,n
cate,4,1,n
rada,4,1,n
situational,4,1,a
associate,4,1,n
curvature,4,1,n
organizer,4,1,n
unauthorized,4,1,a
clearer,4,1,n
oven,4,1,n
surveyor,4,1,n
actionable,4,1,a
opportunity,4,1,n
extracurricular,4,1,n
stockpile,4,1,n
passageway,4,1,n
disconnection,4,1,n
moudy,4,1,n
lifetime,4,1,n
pee,4,1,n
offense,4,1,n
bailey,4,1,n
fieldworker,4,1,n
ala,4,1,n
kiln,4,1,n
fallow,4,1,n
buda,4,1,n
reflection,4,1,n
sap,4,1,n
pretreatment,4,1,n
corp,4,1,n
foundry,4,1,n
phosphorus,4,1,n
fort,4,1,n
rower,4,1,n
gauge,4,1,n
wooden,4,1,n
eat,4,1,n
clerk,4,1,n
furnishing,4,1,n
disposition,4,1,n
defective,4,1,a
irrevocable,4,1,a
widespread,4,1,a
capsule,4,1,n
canteen,4,1,n
graphical,4,1,a
staple,4,1,n
normalization,4,1,n
temporal,4,1,a
colon,4,1,n
tip,4,1,n
explain,4,1,n
distressed,4,1,a
shell,4,1,n
itinerary,4,1,n
shade,4,1,n
gest,4,1,n
overdue,4,1,a
cohesion,4,1,n
deliberation,4,1,n
learnt,4,1,n
pul,4,1,n
genetics,4,1,n
aftermath,4,1,n
metric,4,1,n
severity,4,1,n
referral,4,1,n
southeast,4,1,n
lea,4,1,n
motion,4,1,n
painting,4,1,n
biome,4,1,n
explicit,4,1,n
slowdown,4,1,n
prospection,4,1,n
intrusion,4,1,n
arrest,4,1,n
sexual,4,1,a
dismissal,4,1,n
fighter,4,1,n
encompass,4,1,n
riparian,4,1,n
pick,4,1,n
forestation,4,1,n
formative,4,1,a
dispensary,4,1,n
sh,4,1,n
sawn,4,1,n
manifold,4,1,n
ripple,4,1,n
homeowner,4,1,n
fan,4,1,n
vial,4,1,n
dissipation,4,1,n
gabion,4,1,n
merge,4,1,n
barrel,4,1,n
catalyst,4,1,n
differential,4,1,n
opera,4,1,n
siltation,4,1,n
smear,4,1,n
tat,4,1,n
handler,4,1,n
ho,4,1,n
recorder,4,1,n
professor,4,1,n
tec,4,1,n
spec,4,1,n
wi,4,1,n
live,4,1,a
ascertain,4,1,n
serf,4,1,n
dune,4,1,n
respiratory,4,1,n
equilibrium,4,1,n
ose,4,1,n
maximization,4,1,n
obstetrical,4,1,a
encouragement,4,1,n
adjuster,4,1,n
fault,4,1,n
tra,4,1,n
geophysical,4,1,a
hypertension,4,1,n
tire,4,1,n
bitumen,4,1,n
see,4,1,n
oncology,4,1,n
relay,4,1,n
haulage,4,1,n
boost,4,1,n
tenth,4,1,n
ranked,4,1,n
ara,4,1,n
slab,4,1,n
seepage,4,1,n
ruminant,4,1,n
nascent,4,1,n
copra,4,1,n
unification,4,1,n
variant,4,1,n
outflow,4,1,n
corral,4,1,a
solidarity,4,1,n
sit,4,1,n
mechanic,4,1,n
kep,4,1,n
rationale,4,1,n
internal,4,1,a
bund,4,1,n
quemado,4,1,n
whereof,4,1,n
vacancy,4,1,n
jurisprudence,4,1,n
witness,4,1,n
efficacy,4,1,n
uncommitted,4,1,a
prosecution,4,1,n
regain,4,1,n
outdoor,4,1,n
fragmentation,4,1,n
style,4,1,n
heater,4,1,n
durable,4,1,a
unable,4,1,a
attestation,4,1,n
privileged,4,1,n
transshipment,4,1,n
lecturer,4,1,n
sist,4,1,n
lation,4,1,n
nap,4,1,n
dal,4,1,n
attendant,4,1,n
elevator,4,1,n
clearinghouse,4,1,n
littoral,4,1,a
weigh,4,1,n
topographical,4,1,a
designer,4,1,n
hold,4,1,n
dor,4,1,n
becomes,4,1,n
tongue,4,1,n
gestion,4,1,n
federalism,4,1,n
kept,4,1,n
apron,4,1,n
milling,4,1,n
additive,4,1,n
prospectus,4,1,n
inheritance,4,1,n
mangrove,4,1,n
incurrent,4,1,n
enact,4,1,n
carriage,4,1,n
destruction,4,1,n
guest,4,1,n
reparation,4,1,n
mil,4,1,n
cater,4,1,n
immigration,4,1,n
endorsement,4,1,n
participative,4,1,n
adaptability,4,1,n
hurricane,4,1,n
fi,4,1,n
prefectural,4,1,a
plane,4,1,n
fluorescent,4,1,n
credible,4,1,a
observance,4,1,n
forestall,4,1,n
rubble,4,1,n
noel,4,1,n
professionalization,4,1,n
residency,4,1,n
domiciliary,4,1,a
needy,4,1,n
setup,4,1,n
cade,4,1,n
aril,4,1,n
panchayat,4,1,n
sma,4,1,n
directoral,4,1,a
rigidity,4,1,n
rouge,4,1,n
typical,4,1,a
dengue,4,1,n
detect,4,1,n
odor,4,1,n
refuge,4,1,n
induce,4,1,n
infraction,4,1,n
ambon,4,1,n
serious,4,1,a
beach,4,1,n
serra,4,1,n
theater,4,1,n
evacuate,4,1,n
microbiology,4,1,n
distress,4,1,n
wudu,4,1,n
dispersal,4,1,n
nace,4,1,n
weak,4,1,a
recuperate,4,1,n
explanatory,4,1,n
snig,4,1,n
inquiry,4,1,n
pad,4,1,n
suit,4,1,n
che,4,1,n
mono,4,1,n
ladder,4,1,n
valorization,4,1,n
reorient,4,1,n
acceptability,4,1,n
reinstatement,4,1,n
attend,4,1,n
zimbabwe,4,1,n
necessity,4,1,n
tradable,4,1,a
massif,4,1,n
york,4,1,n
smallcoal,4,1,n
imagery,4,1,n
volcanic,4,1,n
eruption,4,1,n
coffee,4,1,n
beet,4,1,n
relend,4,1,n
predable,4,1,a
absorb,4,1,n
worth,4,1,n
meio,4,1,n
campus,4,1,n
honor,4,1,n
mind,4,1,n
juridical,4,1,a
artisan,4,1,n
slick,4,1,n
laborer,4,1,n
judgment,4,1,n
paddy,4,1,n
owd,4,1,n
flora,4,1,n
locale,4,1,n
wa,4,1,n
gorge,4,1,n
cent,4,1,n
rod,4,1,n
infer,4,1,n
inequality,4,1,n
platinum,4,1,n
compactor,4,1,n
irrigate,4,1,n
counterpart,4,1,n
semiannual,4,1,a
aye,4,1,n
ox,4,1,n
dehydration,4,1,n
occidental,4,1,n
saline,4,1,n
gully,4,1,n
anticipation,4,1,n
origination,4,1,n
forbearance,4,1,n
veterinarian,4,1,n
imposition,4,1,n
piece,4,1,n
metallurgy,4,1,n
prenatal,4,1,n
snow,4,1,n
turbo,4,1,n
dividend,4,1,n
withhold,4,1,n
infill,4,1,n
progression,4,1,n
compile,4,1,n
afford,4,1,n
guillotine,4,1,n
kiri,4,1,n
echelon,4,1,n
carpet,4,1,n
fact,4,1,n
correspondence,4,1,n
twelfth,4,1,n
zinc,4,1,n
bandar,4,1,n
roller,4,1,n
burning,4,1,n
calculate,4,1,n
sprayer,4,1,n
threat,4,1,n
countryside,4,1,n
southwest,4,1,n
habitation,4,1,n
neither,4,1,n
ust,4,1,n
ey,4,1,n
manhole,4,1,n
era,4,1,n
retrieval,4,1,n
super,4,1,n
geology,4,1,n
insider,4,1,n
quadrillion,4,1,n
forthwith,4,1,n
tailrace,4,1,n
declare,4,1,n
exceptional,4,1,a
bag,4,1,n
appropriateness,4,1,n
son,4,1,n
continuance,4,1,n
anaerobic,4,1,n
respondent,3,1,n
sponsorship,3,1,n
exact,3,1,n
axe,3,1,n
justification,3,1,n
carga,3,1,n
plural,3,1,a
electronics,3,1,n
mentorship,3,1,n
stationary,3,1,a
intervention,3,1,n
relic,3,1,n
plate,3,1,n
focal,3,1,a
molecular,3,1,n
displacement,3,1,n
rang,3,1,n
shrimp,3,1,n
pneumatic,3,1,a
ethylene,3,1,n
biophysical,3,1,a
wire,3,1,n
ordination,3,1,n
persistent,3,1,n
oxide,3,1,n
organism,3,1,n
brigade,3,1,n
launcher,3,1,n
warning,3,1,n
nova,3,1,n
gear,3,1,n
yo,3,1,n
join,3,1,n
retrieve,3,1,n
guardian,3,1,n
recruiting,3,1,n
heath,3,1,n
soy,3,1,n
object,3,1,n
solicitation,3,1,n
complimentary,3,1,n
antipollution,3,1,n
litigation,3,1,n
fly,3,1,n
reinvestment,3,1,n
smoking,3,1,n
forensic,3,1,a
arm,3,1,n
van,3,1,n
devise,3,1,n
heart,3,1,n
tenant,3,1,n
shower,3,1,n
sawdust,3,1,n
frost,3,1,n
joy,3,1,n
roundabout,3,1,n
delinquency,3,1,n
geodesic,3,1,n
trillion,3,1,n
cot,3,1,n
misdemeanor,3,1,n
sip,3,1,n
incur,3,1,n
unqualified,3,1,a
zerda,3,1,n
yam,3,1,n
cleanliness,3,1,n
quartile,3,1,n
sectional,3,1,a
attack,3,1,n
yore,3,1,n
butane,3,1,n
reaper,3,1,n
advancement,3,1,n
horsepower,3,1,n
polythene,3,1,n
reassessment,3,1,n
mansion,3,1,n
venue,3,1,n
clove,3,1,n
cemetery,3,1,n
enquiry,3,1,n
cistern,3,1,n
butter,3,1,n
cutter,3,1,n
nef,3,1,n
undeveloped,3,1,a
wer,3,1,n
ale,3,1,n
unitary,3,1,a
hamlet,3,1,n
hermitage,3,1,n
vigilance,3,1,n
ree,3,1,n
builder,3,1,n
harm,3,1,n
epidemic,3,1,n
pico,3,1,n
examiner,3,1,n
star,3,1,n
stroke,3,1,n
thin,3,1,n
legalize,3,1,n
rootstock,3,1,n
breakdown,3,1,n
compound,3,1,n
inconsistent,3,1,n
anchorage,3,1,n
inception,3,1,n
narrow,3,1,n
captive,3,1,n
lighting,3,1,n
schoolbook,3,1,n
awa,3,1,n
desulphurization,3,1,n
ploce,3,1,n
spice,3,1,n
neutrality,3,1,n
ear,3,1,n
dispersion,3,1,n
groundwork,3,1,n
pioneer,3,1,n
appoint,3,1,n
numerate,3,1,n
grosso,3,1,n
monte,3,1,n
hereunder,3,1,n
writer,3,1,n
compost,3,1,n
sot,3,1,n
fragile,3,1,n
rear,3,1,n
comfort,3,1,n
alcoholism,3,1,n
tail,3,1,n
piso,3,1,n
election,3,1,n
solicit,3,1,n
firebreak,3,1,n
regula,3,1,n
decontrol,3,1,n
woe,3,1,n
ruling,3,1,n
eer,3,1,n
convenience,3,1,n
aw,3,1,n
bor,3,1,n
permission,3,1,n
weed,3,1,n
atomizer,3,1,n
static,3,1,a
yew,3,1,n
throu,3,1,n
pound,3,1,n
condominium,3,1,n
queen,3,1,n
thresher,3,1,n
blanca,3,1,n
copyright,3,1,n
abu,3,1,n
wet,3,1,n
cordillera,3,1,n
probability,3,1,n
invite,3,1,n
ammonium,3,1,n
woy,3,1,n
setting,3,1,n
unlisted,3,1,a
parity,3,1,n
precinct,3,1,n
typology,3,1,n
choose,3,1,n
mechanize,3,1,n
stipulation,3,1,n
constructor,3,1,n
furtherance,3,1,n
improbable,3,1,a
tangible,3,1,a
transactional,3,1,a
gee,3,1,n
enclosure,3,1,n
dutiable,3,1,a
tape,3,1,n
lend,3,1,n
habit,3,1,n
cushion,3,1,n
rog,3,1,n
lien,3,1,n
courthouse,3,1,n
ower,3,1,n
precautionary,3,1,a
glasshouse,3,1,n
redressal,3,1,n
plumbing,3,1,n
steg,3,1,n
landlord,3,1,n
constant,3,1,a
please,3,1,n
ak,3,1,n
materiel,3,1,n
woodland,3,1,n
provisional,3,1,a
footbridge,3,1,n
seller,3,1,n
checker,3,1,n
unity,3,1,n
stake,3,1,n
pack,3,1,n
tot,3,1,n
news,3,1,n
deduplication,3,1,n
correspond,3,1,n
bait,3,1,n
planner,3,1,n
adviser,3,1,n
shield,3,1,n
offender,3,1,n
lookout,3,1,n
ham,3,1,n
ambergris,3,1,n
pelota,3,1,n
bae,3,1,n
cay,3,1,n
guardrail,3,1,n
overlap,3,1,n
ray,3,1,n
bull,3,1,n
fertilization,3,1,n
supplementation,3,1,n
setout,3,1,n
bump,3,1,n
cruise,3,1,n
foreigner,3,1,n
bota,3,1,n
insure,3,1,n
dependence,3,1,n
toit,3,1,n
collaborate,3,1,n
wholesaler,3,1,n
indicate,3,1,n
technic,3,1,n
geomorphology,3,1,n
cigarette,3,1,n
clima,3,1,n
potato,3,1,n
digestion,3,1,n
remittance,3,1,n
directorial,3,1,a
toa,3,1,n
sar,3,1,n
sawmill,3,1,n
exam,3,1,n
schoolteacher,3,1,n
hip,3,1,n
rejuvenation,3,1,n
aeration,3,1,n
federal,3,1,n
occupy,3,1,n
floatable,3,1,a
bye,3,1,n
masonry,3,1,n
wine,3,1,n
willing,3,1,a
ean,3,1,n
collation,3,1,n
win,3,1,n
managemental,3,1,n
seat,3,1,n
geodesy,3,1,n
transfusion,3,1,n
incomplete,3,1,n
potash,3,1,n
untrained,3,1,a
chi,3,1,n
nat,3,1,n
pathology,3,1,n
palliative,3,1,n
screening,3,1,n
problematic,3,1,a
seta,3,1,n
attractiveness,3,1,n
sari,3,1,n
observer,3,1,n
resuscitation,3,1,n
steep,3,1,n
outskirt,3,1,n
cultus,3,1,n
contour,3,1,n
reversible,3,1,a
swap,3,1,n
equivalence,3,1,n
communality,3,1,n
champion,3,1,n
membrane,3,1,n
hatchery,3,1,n
fox,3,1,n
arrival,3,1,n
terrain,3,1,n
swale,3,1,n
covenant,3,1,n
vernacular,3,1,n
bien,3,1,n
particularity,3,1,n
spearhead,3,1,n
picker,3,1,n
chang,3,1,n
artifact,3,1,n
swith,3,1,n
unplanned,3,1,a
